,City,Latitude,Longitude,Temp,Humidity,Cloudiness,Wind Speed
499,camacha,33.08,-16.33,74.43,64.0,20.0,9.17
500,linhares,-19.38,-40.06,84.34,52.0,0.0,11.68
501,taltal,-25.41,-70.49,66.52,72.0,0.0,2.39
502,smithers,54.78,-127.17,51.8,87.0,90.0,3.36
503,mount hagen,-5.86,144.23,54.01,98.0,68.0,1.61
504,kautokeino,69.01,23.04,33.85,98.0,92.0,6.2
505,iquitos,-3.75,-73.25,42.8,319.0,75.0,6.93
506,panaba,21.28,-88.27,91.72,62.0,36.0,7.43
507,celestun,20.87,-90.4,84.43,98.0,12.0,9.66
508,harindanga,22.04,88.32,82.4,94.0,40.0,3.36
509,katherine,-14.47,132.26,78.8,36.0,90.0,1.12
511,olinda,-2.03,-79.75,84.2,62.0,20.0,9.17
512,san rafael del sur,11.85,-86.44,87.8,66.0,40.0,9.17
513,brejinho,-6.2,-35.36,84.2,54.0,40.0,26.4
514,khani,41.96,42.96,62.6,82.0,75.0,2.24
515,nyaunglebin,17.95,96.73,73.54,99.0,92.0,4.07
516,luocheng,28.29,114.55,63.91,84.0,76.0,4.41
518,derbent,42.06,48.29,52.03,99.0,88.0,4.63
519,rio grande city,26.38,-98.82,93.27,49.0,75.0,8.05
520,borovskoy,53.8,64.15,57.16,49.0,0.0,11.68
521,thul,28.24,68.77,75.25,77.0,8.0,2.62
522,portsmouth,50.8,-1.08,58.57,62.0,0.0,3.36
524,berdigestyakh,62.1,126.7,34.84,86.0,0.0,3.4
525,havelock,34.88,-76.9,87.08,69.0,20.0,8.05
526,sasykoli,47.55,47.0,52.21,98.0,92.0,5.97
527,haverfordwest,51.8,-4.97,59.0,87.0,0.0,4.7
528,milkovo,41.53,24.68,54.7,46.0,0.0,5.82
529,muros,42.77,-9.06,73.4,53.0,0.0,3.36
530,batsfjord,70.63,29.72,38.43,100.0,0.0,3.36
531,badami,15.92,75.68,70.84,96.0,36.0,2.84
532,sabang,13.72,123.58,81.01,89.0,24.0,12.35
533,port keats,-14.25,129.55,73.99,78.0,44.0,3.74
534,bahia honda,22.9,-83.16,87.94,69.0,0.0,7.65
535,majene,-3.54,118.97,82.09,98.0,0.0,17.27
536,hofn,64.25,-15.21,42.8,56.0,0.0,12.75
537,smithfield,-30.21,26.53,55.9,24.0,0.0,6.98
539,alekseyevka,53.25,50.49,50.0,71.0,40.0,11.18
540,san pedro,-33.68,-59.66,70.21,74.0,76.0,15.7
541,grand-santi,4.27,-54.38,95.59,42.0,0.0,2.95
542,port macquarie,-31.43,152.91,48.2,100.0,92.0,4.7
544,songjianghe,42.18,127.48,31.87,77.0,0.0,2.17
545,barcelona,41.38,2.18,70.61,60.0,20.0,13.87
546,dire,9.18,38.92,59.59,48.0,20.0,5.3
548,krasnyy chikoy,50.36,108.75,36.37,99.0,92.0,4.63
549,suozhen,36.95,118.1,50.59,82.0,0.0,3.4
550,lavrentiya,65.58,-170.99,42.49,96.0,88.0,10.45
551,tastur,36.55,9.44,68.0,60.0,40.0,14.36
552,marshalltown,42.04,-92.91,62.51,49.0,1.0,10.29
553,marawi,8.0,124.29,68.59,99.0,76.0,2.95
554,lazurne,46.77,34.99,44.38,70.0,0.0,6.76
555,birchis,45.97,22.17,46.4,52.0,0.0,5.82
556,malkapur,20.89,76.2,74.44,87.0,0.0,2.73
557,lagos,6.46,3.39,78.8,94.0,40.0,5.82
558,sao miguel do araguaia,-13.28,-50.16,91.9,67.0,24.0,4.18
559,malanje,-9.54,16.35,71.65,85.0,8.0,2.95
560,lincoln,40.8,-96.67,66.34,27.0,1.0,4.7
562,talara,-4.58,-81.27,62.6,290.0,0.0,13.87
563,inhambane,-23.87,35.38,78.8,88.0,20.0,9.17
565,banepa,27.63,85.52,64.27,83.0,80.0,1.83
566,bambanglipuro,-7.95,110.28,68.32,100.0,64.0,3.29
567,posse,-14.08,-46.36,93.34,24.0,0.0,5.3
568,nenjiang,49.17,125.23,41.14,73.0,0.0,5.75
569,pizarro,4.95,-77.37,81.46,93.0,68.0,5.97
570,riyadh,24.63,46.72,95.0,11.0,0.0,10.29
571,sarangani,5.4,125.46,83.26,97.0,36.0,12.57
573,biltine,14.53,20.93,73.54,73.0,44.0,9.78
574,gouyave,12.16,-61.73,87.8,70.0,20.0,13.87
575,ganzhou,25.86,114.93,66.16,71.0,20.0,4.74
577,singaraja,-8.11,115.08,75.2,88.0,20.0,3.36
578,roald,62.58,6.12,48.78,71.0,40.0,23.04
579,sept-iles,50.2,-66.38,50.0,93.0,90.0,10.29
580,shache,38.42,77.24,58.24,34.0,88.0,4.63
582,inta,66.04,60.13,46.72,97.0,92.0,7.76
583,mazyr,52.05,29.27,48.7,46.0,80.0,16.49
584,zhangjiakou,40.77,114.88,41.5,91.0,68.0,2.95
585,eagle pass,28.71,-100.5,82.4,74.0,75.0,7.09
586,srednekolymsk,67.46,153.71,31.06,91.0,76.0,3.29
587,muisne,0.61,-80.02,86.32,68.0,12.0,7.31
588,high level,58.52,-117.13,42.8,81.0,75.0,10.29
589,logumkloster,55.06,8.96,59.36,93.0,90.0,20.8
590,patiya,22.3,91.98,83.26,98.0,20.0,6.31
591,wajima,37.4,136.9,64.09,100.0,92.0,9.22
592,touros,-5.2,-35.46,83.71,68.0,0.0,22.08
594,hami,42.84,93.51,43.84,63.0,0.0,2.28
595,ahar,38.48,47.07,51.76,93.0,36.0,3.18
596,zemio,5.02,25.13,75.7,86.0,12.0,2.39
597,boyuibe,-20.43,-63.28,89.6,43.0,75.0,4.18
598,ust-omchug,61.13,149.63,30.07,91.0,80.0,2.51
599,bloomfield,40.75,-92.42,64.27,45.0,1.0,10.29
600,bantou,26.22,117.49,62.02,75.0,0.0,2.28
601,state college,40.79,-77.86,74.34,83.0,75.0,11.41
602,lively,33.6,-99.18,59.86,93.0,88.0,15.82
604,padrauna,26.9,83.98,84.34,72.0,92.0,1.95
605,la ronge,55.1,-105.3,44.6,93.0,90.0,14.99
606,saint anthony,43.97,-111.68,56.3,7.0,1.0,10.29
607,dunedin,-45.87,170.5,39.52,86.0,32.0,12.91
609,idil,37.34,41.89,78.8,44.0,0.0,6.93
610,kharar,30.75,76.65,71.56,88.0,0.0,3.96
611,coronado,8.53,-79.9,80.6,78.0,40.0,9.17
612,bytosh,53.82,34.09,46.27,53.0,80.0,18.28
613,belaya gora,68.54,146.19,27.91,89.0,80.0,5.64
614,zhuanghe,39.7,122.97,59.86,100.0,0.0,3.74
615,samarai,-10.62,150.67,77.59,99.0,80.0,15.26
616,san antonio aguas calientes,14.55,-90.78,68.0,68.0,75.0,11.41
618,kota kinabalu,5.98,116.07,75.2,78.0,75.0,5.82
619,palmas,-10.18,-48.33,91.4,46.0,20.0,8.05
620,dossor,47.52,52.98,66.34,49.0,24.0,15.26
